SFF*,0,298684,solved,[0;9;8;7;6;5;4;3;2;1],[471.839;26.9244;495.816;352.17;128.541;375.45;431.834;70.7251;458.758;92.2475;249.531;292.098;266.583;165.619;227.108;144.969;606.159;134.153;497.139;576.803;394.5;204.484;293.073;226.377;189.172;275.965;352.527;314.473;150.78;597.778;143.741;495.896;562.137;399.736;57.1906;306.724;273.212;465.791;272.248;339.442;413.617;187.5;406.401;475.138;415.988],1128.02,180
SFF*,0,288114,solved,[0;9;8;7;6;5;4;3;2;1],[468.408;26.5807;494.718;349.856;128.009;372.538;431.841;71.0749;458.232;93.1348;250.31;289.135;265.721;164.702;227.018;143.832;602.232;133.928;493.688;551.591;394.143;203.656;296.933;227.141;186.707;258.955;346.626;307.01;147.165;603.923;145.066;494.835;566.462;397.475;56.798;308.172;278.178;464.984;274.531;352.055;414.372;187.353;408.459;477.088;419.08],1123.93,180.001
SFF*,0,292031,solved,[0;9;8;7;6;5;4;3;2;1],[476.163;27.0821;498.397;350.571;128.688;372.994;433.166;70.1452;459.605;91.8444;250.512;285.054;268.175;165.115;226.753;144.349;584.158;134.114;494.92;552.834;390.437;204.293;288.705;228.049;189.195;260.013;350.659;307.922;147.064;584;146.668;497.635;554.207;397.577;57.2062;310.797;274.591;464.213;273.332;337.408;415.485;189.077;407.446;476.513;416.89],1128.07,180.001
SFF*,0,270834,solved,[0;9;8;7;6;5;4;3;2;1],[477.908;27.2687;493.762;349.974;127.934;372.677;435.135;70.9362;459.264;92.3124;251.458;290.763;268.539;165.516;227.746;144.024;605.216;139.536;493.998;564.522;394.112;204.863;297.718;226.406;193.51;256.295;349.425;309.884;146.866;605.427;144.251;496.84;565.879;398.325;56.5884;310.471;273.645;464.287;275.342;353.403;414.958;187.887;411.618;476.973;416.084],1138.42,180.002
SFF*,0,278585,solved,[0;9;8;7;6;5;4;3;2;1],[467.578;27.338;494.916;350.372;128.422;374.543;435.037;72.0355;458.325;94.3232;249.893;284.21;269.448;165.722;226.863;149.466;599.965;135.421;498.253;559.565;394.551;203.648;290.336;228.376;188.427;266.113;348.331;309.826;152.531;597.531;151.394;495.621;557.059;402.345;56.9789;307.343;273.039;469.956;274.708;352.617;412.646;186.895;410.129;476.687;423.481],1130.79,180.001
SFF*,0,281035,solved,[0;9;8;7;6;5;4;3;2;1],[479.115;26.7379;493.968;350.949;128.166;371.871;433.806;71.0819;453.573;92.7152;249.803;292.577;266.989;165.479;233.91;143.843;607.528;141.123;494.792;577.649;393.646;203.18;284.774;226.601;188.798;266.345;349.858;322.931;146.697;584.113;145.001;493.34;566.817;396.5;57.5184;304.542;273.849;471.65;271.443;353.305;421.736;187.876;409.634;477.029;415.11],1134.51,180
SFF*,0,266154,solved,[0;9;8;7;6;5;4;3;2;1],[471.525;26.7504;493.757;352.759;128.386;371.179;431.304;72.0882;456.679;92.2918;249.245;292.045;264.904;164.92;227.72;145.382;589.83;134.136;479.624;558.818;393.387;203.601;294.989;226.314;186.942;279.234;171.108;317.854;150.185;604.862;143.685;476.477;568.768;398.492;56.8013;313.396;273.469;463.357;272.006;352.259;415.059;187.339;406.142;358.446;415.691],1109.04,180.002
SFF*,0,281018,solved,[0;9;8;7;6;5;4;3;2;1],[468.797;26.5893;493.537;349.901;128.401;371.917;431.714;69.5995;455.969;91.7471;249.27;289.873;265.055;166.198;229.022;145.367;588.55;140.229;495.268;574.81;394.637;203.965;289.735;227.896;189.116;257.907;172.824;317.812;147.913;598.598;143.169;497.814;566.534;397.183;57.69;310.898;273.69;467.413;271.644;339.012;414.432;187.39;409.808;359.111;414.813],1116.23,180.003
SFF*,0,293471,solved,[0;9;8;7;6;5;4;3;2;1],[472.932;26.8314;497.557;349.53;128.102;374.303;433.842;70.4762;458.637;92.2989;250.888;295.028;268.989;167.885;229.698;145.096;589.493;133.972;494.626;576.657;395.127;204.33;295.902;226.851;188.908;267.539;352.406;315.176;149.461;589.188;147.444;495.948;572.021;398.181;57.6044;307.04;274.3;465.84;273.108;354.865;415.849;187.216;407.08;477.805;419.375],1129.52,180.001
SFF*,0,271359,solved,[0;9;8;7;6;5;4;3;2;1],[468.485;27.4158;495.901;351.074;128.276;372.502;432.067;70.9182;458.576;92.2425;250.153;284.597;270.497;165.005;230.458;144.149;585.909;133.947;495.223;576.216;394.302;204.155;286.089;230.216;185.536;269.492;171.008;311.609;147.074;587.581;147.653;478.531;570.773;397.227;56.8302;302.523;274.69;473.044;273.174;353.554;419.846;189.388;407.121;360.395;417.965],1110.91,180.001
SFF*,0,288593,solved,[0;9;8;7;6;5;4;3;2;1],[477.39;26.7887;499.954;354.781;128.493;371.461;431.998;70.9649;456.133;92.3869;250.671;286.268;267.399;166.537;229.21;144.619;583.524;141.956;481.132;568.992;395.291;204.254;280.725;227.199;185.818;266.905;348.292;303.588;148.759;586.342;147.344;498.649;578.713;397.552;57.1391;312.832;274.284;465.241;274.017;337.992;415.658;187.747;414.801;357.102;419.329],1133.59,180.001
SFF*,0,272467,solved,[0;9;8;7;6;5;4;3;2;1],[468.543;26.8199;495.363;349.424;128.765;370.833;436.857;71.196;462.325;91.4922;248.97;292.016;263.908;165.285;227.338;144.301;587.905;135.245;489.779;556.086;393.27;203.38;289.371;227.693;188.747;274.879;172.297;301.032;150.058;588.082;145.336;499.481;583.262;397.791;57.0181;313.378;274.174;480.473;273.57;352.982;415.795;188.457;408.815;360.755;417.642],1111.19,180
SFF*,0,269829,solved,[0;9;8;7;6;5;4;3;2;1],[468.641;27.1725;495.012;352.313;128.238;378.988;430.802;71.2782;456.311;93.7557;249.892;291.213;266.937;167.575;226.583;144.341;588.723;134;477.01;553.031;392.58;204.472;290.841;226.92;199.514;262.83;169.475;318.387;147.148;605.964;150.001;499.461;558.165;397.04;57.0187;315.123;274.038;467.202;273.292;360.056;418.397;192.481;407.292;361.052;421.186],1117.23,180.002
SFF*,0,288095,solved,[0;9;8;7;6;5;4;3;2;1],[469.828;27.1669;496.995;351.111;128.804;377.886;433.215;70.2675;460.382;92.4808;249.178;286.491;266.154;166.348;228.599;144.929;586.887;134.341;476.62;564.108;394.107;204.349;287.03;226.574;189.065;255.362;218.088;308.746;147.132;591.332;143.928;493.367;559.663;396.114;56.8895;304.301;276.248;465.782;273.654;337.047;415.47;188.095;407.995;360.752;417.582],1129,180
SFF*,0,286632,solved,[0;9;8;7;6;5;4;3;2;1],[467.844;26.6188;493.126;350.192;128.082;375.499;442.04;70.2482;458.714;93.1785;251.573;291.588;268.259;165.135;227.523;144.654;584.395;133.833;482.913;557.781;396.227;204.08;290.569;227.641;188.614;268.862;175.985;304.857;146.849;585.509;144.676;494.918;573.561;398.422;57.1479;306.304;273.038;463.262;272.946;352.446;414.28;187.311;406.779;362.659;417.622],1113.54,180.003
SFF*,0,290253,solved,[0;9;7;8;6;5;4;3;2;1],[470.284;415.833;128.622;27.3405;497.624;432.332;432.131;69.453;92.9385;459.311;249.136;293.84;166.697;265.635;226.076;144.619;590.799;475.898;134.058;565.807;393.756;203.122;287.138;361.67;227.188;268.731;353.772;304.736;147.192;589.137;533.209;143.24;579.323;396.329;57.3106;310.972;274.412;464.038;358.296;273.716;417.675;191.599;407.773;477.535;416.956],1191.66,180.003
SFF*,0,276312,solved,[0;9;8;7;6;5;4;3;2;1],[477.122;26.9141;504.037;350.257;127.883;377.171;431.872;69.9468;455.884;91.7991;249.297;292.889;268.235;165.719;228.292;144.505;599.05;133.959;475.575;553.897;393.803;206.66;293.2;227.565;193.191;267.874;346.597;307.694;153.134;600.031;142.508;499.69;561.633;400.942;57.0792;307.72;274.99;464.497;273.587;339.447;415.638;187.346;407.546;478.307;416.095],1132.61,180
SFF*,0,275826,solved,[0;9;8;7;6;5;4;3;2;1],[470.584;27.2122;497.796;351.034;128.924;371.516;431.829;73.0958;458.842;92.0199;252.181;293.703;270.472;165.947;229.828;143.92;585.118;134.416;494.954;575.749;394.05;204.809;292.306;228.017;189.61;270.966;214.937;308.53;147.337;585.262;143.113;497.813;578.548;395.067;57.3317;308.204;297.244;467.304;272.75;353.377;415.83;187.43;407.167;357.954;415.864],1131.87,180
SFF*,0,275354,solved,[0;9;8;7;6;5;4;3;2;1],[477.128;26.519;495.407;356.375;127.905;376.207;433.738;72.6776;459.819;92.3678;249.03;292.358;274.413;166.094;227.853;144.771;596.737;134.236;493.224;574.589;392.369;203.024;287.503;226.643;189.138;278.099;172.969;311.423;146.839;595.423;143.401;480.804;573.172;394.342;57.1402;318.017;273.134;464.347;271.475;355.441;415.62;189.347;405.712;360.684;414.876],1114.37,180.001
SFF*,0,290441,solved,[0;9;8;7;6;5;4;3;2;1],[477.266;26.8341;498.173;351.403;128.103;371.546;433.039;70.2901;459.873;91.5136;250.937;294.056;267.359;166.7;227.641;143.892;595.452;133.955;495.295;560.421;391.138;204.373;293.778;228.509;187.145;264.958;171.181;314.179;148.793;602.842;146.08;496.209;558.991;399.73;56.8544;309.064;274.541;465.384;270.971;352.479;414.08;187.771;404.926;358.952;416.715],1109.47,180.001
